"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002262","myeloid cell homeostasis","6/132","17/1933",0.352941176470588,5.16844919786096,4.67234487627503,0.000599241232000223,0.00393639498951871,0.00244155456595372,"ANXA1/ZFP36L1/ZNF16/RB1/VEGFA/HNRNPU",6
"GO:0009653","anatomical structure morphogenesis","32/132","268/1933",0.119402985074627,1.74853007688829,3.57357749009865,0.000637142287037678,0.00414959335660437,0.002573791155015,"ANXA1/ZFP36L1/TGFB2/THOC2/KDF1/PKHD1/CUL1/TAOK3/WNT3A/SYF2/RB1/PAF1/VEGFA/PRKCB/IER3/DLL1/DNM2/VEGFB/CDK20/FBXW11/ATM/BCL7A/ZNF365/IGF2/HECW2/MIR29A/PRPF40A/PPP1R12A/FGF10/BMP7/CUL7/SIX3",32
"GO:0050767","regulation of neurogenesis","8/132","31/1933",0.258064516129032,3.77908113391984,4.22192473530735,0.000789887915130762,0.00499497586165677,0.00309814085078587,"WNT3A/RB1/VEGFA/DLL1/ZNF365/GPER1/BMP7/CUL7",8
"GO:0006511","ubiquitin-dependent protein catabolic process","12/132","63/1933",0.19047619047619,2.78932178932179,3.90815331225088,0.000816897411529614,0.00512325784021042,0.00317770792962354,"PSMA8/ASCC3/CUL1/CEBPA/FBXW11/ZNRF4/ATM/HECW2/CHMP4C/CUL7/CHMP2B/UBE2B",12
"GO:1901700","response to oxygen-containing compound","23/132","171/1933",0.134502923976608,1.96965266702109,3.59455364762259,0.000828256325717517,0.0051732075425963,0.00320868930325423,"ZFP36L1/TGFB2/PPP1R9B/ZNF16/WNT3A/RB1/CDKN2D/HCRT/PAF1/GIT1/CEBPA/ZBED3/RPS6KA2/PRKCB/NUDC/ATM/PIM3/IGF2/GPER1/FGF10/BMP7/CUL7/UPF1",23
"GO:0071363","cellular response to growth factor stimulus","13/132","72/1933",0.180555555555556,2.64404461279461,3.84804666681469,0.000842764890041353,0.00522103127001228,0.00323835203789959,"ANXA1/ZFP36L1/TGFB2/PPP1R9B/GIT1/VEGFA/PRKCB/DLL1/VEGFB/RAB35/MTMR4/FGF10/BMP7",13
"GO:0043632","modification-dependent macromolecule catabolic process","12/132","64/1933",0.1875,2.74573863636364,3.84413145299178,0.00094739193938008,0.00584544662192406,0.00362564654405844,"PSMA8/ASCC3/CUL1/CEBPA/FBXW11/ZNRF4/ATM/HECW2/CHMP4C/CUL7/CHMP2B/UBE2B",12
"GO:2000241","regulation of reproductive process","6/132","19/1933",0.315789473684211,4.6244019138756,4.29710390397981,0.001171990647402,0.00694985893634492,0.00431065984586113,"PSMA8/IHO1/VEGFA/RPS6KA2/BMP7/UBE2B",6
"GO:0141124","intracellular signaling cassette","25/132","199/1933",0.125628140703518,1.8396908786356,3.38497213114207,0.00135079829716723,0.0079177561726264,0.00491099947715051,"ZFP36L1/TGFB2/PPP1R9B/PKHD1/CUL1/TAOK3/TPD52L1/PPP1CB/RB1/GIT1/VEGFA/CEBPA/PRKCB/CDK10/VEGFB/CREB3/FBXW11/RAB35/IGF2/MIR29A/GPER1/FGF10/BMP7/FOXM1/PIK3R4",25
"GO:0040008","regulation of growth","11/132","58/1933",0.189655172413793,2.77729885057471,3.7196963708716,0.00140884353481014,0.00822635075498335,0.00510240570380926,"TGFB2/PPP1R9B/MIR590/WNT3A/RB1/CDKN2D/VEGFA/DLL1/DNM2/CREB3/IGF2",11
"GO:0051240","positive regulation of multicellular organismal process","22/132","168/1933",0.130952380952381,1.91765873015873,3.36897010216474,0.00157318580200656,0.00904730249908677,0.00561160218550899,"ANXA1/ZFP36L1/TGFB2/MIR590/CDK18/WNT3A/RB1/HCRT/VEGFA/CEBPA/ZBED3/PRKCB/DLL1/VEGFB/BCL7A/ZNF365/IGF2/MIR29A/GPER1/FGF10/BMP7/CUL7",22
"GO:0070848","response to growth factor","13/132","77/1933",0.168831168831169,2.47235340417159,3.5686348446113,0.00162166803572312,0.00925626249603757,0.00574120991949284,"ANXA1/ZFP36L1/TGFB2/PPP1R9B/GIT1/VEGFA/PRKCB/DLL1/VEGFB/RAB35/MTMR4/FGF10/BMP7",13
"GO:0021915","neural tube development","5/132","14/1933",0.357142857142857,5.22997835497836,4.29930589074978,0.00166965692117414,0.00932072215336772,0.00578119111322297,"ZFP36L1/TGFB2/WNT3A/CDK20/BMP7",5
"GO:0033993","response to lipid","16/132","107/1933",0.149532710280374,2.18974794675729,3.42712651036034,0.00182223724468557,0.0100619186989159,0.00624091932009015,"ANXA1/ZFP36L1/TGFB2/PPP1R9B/WNT3A/CDKN2D/PAF1/GIT1/CEBPA/ATM/PIM3/GPER1/FGF10/BMP7/HNRNPU/UPF1",16
"GO:0009314","response to radiation","8/132","36/1933",0.222222222222222,3.25420875420875,3.69526328655566,0.00226337734241131,0.0121031125257363,0.00750697268138637,"ATR/PNKP/PPP1CB/CDKN2D/RAD54L/ATM/TICRR/UBE2B",8
"GO:0009057","macromolecule catabolic process","21/132","163/1933",0.128834355828221,1.88664249860569,3.20176448772492,0.00250490135445061,0.0132092375923278,0.00819304832014807,"ZFP36L1/PSMA8/SND1/ASCC3/CUL1/CENATAC/GIT1/CEBPA/IER3/FBXW11/ZNRF4/ATM/HECW2/BCAS2/HNRNPU/PIK3R4/CHMP4C/CUL7/UPF1/CHMP2B/UBE2B",21
"GO:0014706","striated muscle tissue development","9/132","46/1933",0.195652173913043,2.8651185770751,3.46523812397153,0.00309116541440866,0.01596927488664,0.00990496535999636,"TGFB2/MIR590/WNT3A/RB1/VEGFA/DLL1/IGF2/BMP7/HNRNPU",9
"GO:0032879","regulation of localization","25/132","211/1933",0.118483412322275,1.73506390923453,3.06184656975021,0.00314556813215248,0.0161240454505285,0.0100009620213943,"ANXA1/ZFP36L1/TGFB2/PPP1R9B/THOC2/KIAA1614/CEP135/WNT3A/HCRT/GIT1/VEGFA/PRKCB/IER3/DLL1/MCRS1/CREB3/PIM3/CPAP/GPER1/PPP1R12A/MTMR4/FGF10/HNRNPU/CEP295/CROCC",25
"GO:0019827","stem cell population maintenance","5/132","16/1933",0.3125,4.57623106060606,3.887838140399,0.00325866535351889,0.0161240454505285,0.0100009620213943,"PAF1/DLL1/BCL7A/FGF10/BMP7",5
"GO:0030218","erythrocyte differentiation","5/132","16/1933",0.3125,4.57623106060606,3.887838140399,0.00325866535351889,0.0161240454505285,0.0100009620213943,"ZFP36L1/ZNF16/RB1/VEGFA/HNRNPU",5
"GO:0098727","maintenance of cell number","5/132","16/1933",0.3125,4.57623106060606,3.887838140399,0.00325866535351889,0.0161240454505285,0.0100009620213943,"PAF1/DLL1/BCL7A/FGF10/BMP7",5
"GO:0060322","head development","11/132","66/1933",0.166666666666667,2.44065656565657,3.22324963278363,0.00413867826561055,0.0198969895166892,0.0123411359206982,"TGFB2/PPP1R9B/WNT3A/GIT1/DLL1/FBXW11/ATM/ZNF365/FGF10/BMP7/SIX3",11
"GO:0043434","response to peptide hormone","9/132","48/1933",0.1875,2.74573863636364,3.3149565120417,0.0041852520333049,0.020057622952065,0.0124407690364376,"ZFP36L1/RB1/ZBED3/PRKCB/NUDC/IGF2/GPER1/BMP7/CUL7",9
"GO:0061024","membrane organization","12/132","76/1933",0.157894736842105,2.3122009569378,3.15889263034889,0.00438815252176829,0.0205139400097389,0.012723800337578,"ANXA1/ATR/TGFB2/PRKCB/IER3/DNM2/MIR29A/GPER1/MTMR4/CHMP4C/CHMP2B/TRAPPC4",12
"GO:2000377","regulation of reactive oxygen species metabolic process","4/132","11/1933",0.363636363636364,5.32506887052342,3.89355531055098,0.00470431362775313,0.0215944999057101,0.0133940191430638,"MIR590/IER3/BMP7/FOXM1",4
"GO:0010256","endomembrane system organization","9/132","49/1933",0.183673469387755,2.68970315398887,3.2426619518411,0.00483538063576764,0.0221294897564861,0.0137258473555219,"ATR/TGFB2/ZBED3/PRKCB/DNM2/GPER1/CHMP4C/CUL7/CHMP2B",9
"GO:0009719","response to endogenous stimulus","21/132","172/1933",0.122093023255814,1.78792283298097,2.93023129047297,0.00487187488032559,0.0222297524479527,0.0137880354318701,"ANXA1/ZFP36L1/TGFB2/PPP1R9B/RB1/GIT1/VEGFA/CEBPA/ZBED3/PRKCB/DLL1/NUDC/VEGFB/RAB35/IGF2/GPER1/MTMR4/FGF10/BMP7/HNRNPU/CUL7",21
"GO:0060271","cilium assembly","9/132","50/1933",0.18,2.63590909090909,3.17214242421139,0.0055616370049084,0.0248561137697372,0.0154170397604808,"PKHD1/CEP135/CNTROB/CEP164/CDK10/CPAP/MCIDAS/CROCC/UBE2B",9
"GO:0001503","ossification","8/132","42/1933",0.19047619047619,2.78932178932179,3.17322598184708,0.00622834131192147,0.0271976852703964,0.0168694027992927,"SND1/WNT3A/GIT1/VEGFA/CEBPA/IGF2/BMP7/HNRNPU",8
"GO:0060341","regulation of cellular localization","9/132","51/1933",0.176470588235294,2.58422459893048,3.10331386107891,0.00636975172160143,0.0277357189249159,0.0172031189353326,"PPP1R9B/THOC2/KIAA1614/WNT3A/IER3/PIM3/GPER1/PPP1R12A/MTMR4",9
"GO:0071396","cellular response to lipid","11/132","70/1933",0.157142857142857,2.30119047619048,3.00135342365999,0.00658214694311031,0.0284670746672752,0.0176567433700878,"ANXA1/ZFP36L1/PPP1R9B/WNT3A/PAF1/GIT1/ATM/PIM3/GPER1/HNRNPU/UPF1",11
"GO:0030856","regulation of epithelial cell differentiation","6/132","26/1933",0.230769230769231,3.37937062937063,3.30603231357983,0.00668205513155808,0.0284670746672752,0.0176567433700878,"ZFP36L1/KDF1/VEGFA/DLL1/FGF10/BMP7",6
"GO:0000956","nuclear-transcribed mRNA catabolic process","4/132","12/1933",0.333333333333333,4.88131313131313,3.6503902215195,0.00668714746121032,0.0284670746672752,0.0176567433700878,"ZFP36L1/ATM/HNRNPU/UPF1",4
"GO:0031960","response to corticosteroid","5/132","19/1933",0.263157894736842,3.853668261563,3.38331932241842,0.00734395727261889,0.0302605297185651,0.0187691364050777,"ANXA1/ZFP36L1/CEBPA/GPER1/HNRNPU",5
"GO:0032869","cellular response to insulin stimulus","5/132","19/1933",0.263157894736842,3.853668261563,3.38331932241842,0.00734395727261889,0.0302605297185651,0.0187691364050777,"ZFP36L1/RB1/PRKCB/IGF2/CUL7",5
"GO:0055007","cardiac muscle cell differentiation","5/132","19/1933",0.263157894736842,3.853668261563,3.38331932241842,0.00734395727261889,0.0302605297185651,0.0187691364050777,"MIR590/WNT3A/VEGFA/DLL1/HNRNPU",5
"GO:0043010","camera-type eye development","7/132","35/1933",0.2,2.92878787878788,3.11676498706928,0.00789936582276188,0.0320176423241732,0.0198589879866746,"TGFB2/VEGFA/DLL1/CDK20/FGF10/BMP7/SIX3",7
"GO:1901701","cellular response to oxygen-containing compound","16/132","124/1933",0.129032258064516,1.88954056695992,2.77134751592637,0.00827913016629133,0.0329435884423707,0.0204333073775721,"ZFP36L1/PPP1R9B/ZNF16/WNT3A/RB1/PAF1/GIT1/RPS6KA2/PRKCB/ATM/PIM3/IGF2/GPER1/BMP7/CUL7/UPF1",16
"GO:0030155","regulation of cell adhesion","11/132","73/1933",0.150684931506849,2.20662100456621,2.84452339052575,0.00906733365701531,0.0357455920604595,0.0221712540891647,"ANXA1/TGFB2/PKHD1/WNT3A/PPP1CB/VEGFA/DLL1/ATM/IGF2/PPP1R12A/BMP7",11
"GO:0050864","regulation of B cell activation","4/132","13/1933",0.307692307692308,4.50582750582751,3.43277450536837,0.00915476575958877,0.0357455920604595,0.0221712540891647,"ZFP36L1/WNT3A/ATM/PARP3",4
"GO:1990845","adaptive thermogenesis","4/132","13/1933",0.307692307692308,4.50582750582751,3.43277450536837,0.00915476575958877,0.0357455920604595,0.0221712540891647,"RB1/HCRT/VEGFA/HNRNPU",4
"GO:0045637","regulation of myeloid cell differentiation","5/132","20/1933",0.25,3.66098484848485,3.23767748197363,0.00926476959572278,0.0357455920604595,0.0221712540891647,"ZFP36L1/ZNF16/RB1/PAF1/DLL1",5
"GO:0022412","cellular process involved in reproduction in multicellular organism","8/132","45/1933",0.177777777777778,2.603367003367,2.94558713181297,0.0095589505340306,0.0367874762976329,0.0228174842625185,"IHO1/C14orf39/RPS6KA2/FBXW11/ATM/IGF2/BCAS2/UBE2B",8
"GO:0042113","B cell activation","6/132","28/1933",0.214285714285714,3.13798701298701,3.08439690521247,0.0097656879915288,0.0372072712477247,0.0230778626747181,"ZFP36L1/WNT3A/PRKCB/DLL1/ATM/PARP3",6
"GO:0002682","regulation of immune system process","19/132","160/1933",0.11875,1.7389678030303,2.64158634087613,0.0100268778464497,0.0380630552543635,0.0236086639165758,"ANXA1/ZFP36L1/TGFB2/ZNF16/WNT3A/RB1/PAF1/VEGFA/CEBPA/PRKCB/DLL1/VEGFB/CREB3/ZNRF4/ATM/IGF2/PARP3/GPER1/FGF10",19
"GO:0120039","plasma membrane bounded cell projection morphogenesis","11/132","74/1933",0.148648648648649,2.1768018018018,2.79391481057568,0.0100402547324502,0.0380630552543635,0.0236086639165758,"TGFB2/TAOK3/WNT3A/VEGFA/DNM2/BCL7A/ZNF365/HECW2/PPP1R12A/BMP7/CUL7",11
"GO:0031667","response to nutrient levels","9/132","55/1933",0.163636363636364,2.39628099173554,2.8434136687334,0.0105390160310653,0.0396579269909717,0.024597885369452,"SEH1L/CUL1/CDKN2D/HCRT/CEBPA/ATM/PRKAG1/BMP7/PIK3R4",9
"GO:0060429","epithelium development","15/132","117/1933",0.128205128205128,1.87742812742813,2.65020965204567,0.0111509823167189,0.0414602813437239,0.0257157982087747,"ANXA1/ZFP36L1/TGFB2/KDF1/PKHD1/WNT3A/VEGFA/CEBPA/DLL1/CDK20/ATM/FGF10/MCIDAS/BMP7/SIX3",15
"GO:0050920","regulation of chemotaxis","5/132","21/1933",0.238095238095238,3.48665223665224,3.10109039734374,0.0115063866952154,0.0422547790927911,0.0262085865625959,"WNT3A/VEGFA/VEGFB/CREB3/FGF10",5
"GO:0040029","epigenetic regulation of gene expression","6/132","29/1933",0.206896551724138,3.02978056426332,2.98090603887613,0.0116378942430505,0.0425327357947456,0.0263809896005537,"RB1/OIP5/IGF2/MIR29A/SMYD5/HNRNPU",6
"GO:0008088","axo-dendritic transport","4/132","14/1933",0.285714285714286,4.18398268398268,3.23616679815424,0.0121488092949546,0.0436445735827397,0.0270706085628541,"ARL8A/TERF2/FBXW11/HNRNPU",4
"GO:0043467","regulation of generation of precursor metabolites and energy","4/132","14/1933",0.285714285714286,4.18398268398268,3.23616679815424,0.0121488092949546,0.0436445735827397,0.0270706085628541,"GIT1/IER3/IGF2/PRKAG1",4
"GO:0046928","regulation of neurotransmitter secretion","4/132","14/1933",0.285714285714286,4.18398268398268,3.23616679815424,0.0121488092949546,0.0436445735827397,0.0270706085628541,"HCRT/GIT1/PRKCB/GPER1",4
"GO:0098773","skin epidermis development","4/132","14/1933",0.285714285714286,4.18398268398268,3.23616679815424,0.0121488092949546,0.0436445735827397,0.0270706085628541,"TGFB2/KDF1/DLL1/FGF10",4
"GO:0048639","positive regulation of developmental growth","5/132","22/1933",0.227272727272727,3.32816804407714,2.97254878570542,0.014091515201691,0.0488078844713117,0.0302731594524367,"MIR590/WNT3A/VEGFA/DLL1/IGF2",5
