"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"LOC130003451",14.1662281524151,-0.907621775477191,0.629556397181991,-1.44168462037694,0.149391364242856,0.782567447368897,"Not significant","Not DE"
"LOC130063890",94.2638591225112,-0.953219825622059,0.662136974960654,-1.43961123101259,0.149977420354351,0.782567447368897,"Not significant","Not DE"
"AKR1B1P7",85.3077586256949,0.775198265527299,0.537637813937359,1.44185964125213,0.149341973626011,0.782567447368897,"Not significant","Not DE"
"LOC127275088",60.4132309006004,-0.727364951294136,0.504618992910912,-1.4414141392069,0.149467718121226,0.782567447368897,"Not significant","Not DE"
"LOC105379150",239.686052310001,-0.675197415590789,0.468542907205941,-1.44105780966185,0.149568351507796,0.782567447368897,"Not significant","Not DE"
"LOC129929874",94.207101135803,0.807538708415924,0.561001255841599,1.43945971601164,0.150020315647144,0.782567447368897,"Not significant","Not DE"
"LOC101929552",72.3049309155929,-1.01844468739344,0.706588686266141,-1.44135436526057,0.149484595669802,0.782567447368897,"Not significant","Not DE"
"MYH9-DT",54.7482941256029,-0.907572561427833,0.629966041654104,-1.44066902248384,0.14967821043425,0.782567447368897,"Not significant","Not DE"
"LOC132089872",57.6923801914327,0.873919988687908,0.607281775710689,1.4390683594369,0.150131155597192,0.782567447368897,"Not significant","Not DE"
"GRK3-AS1",249.12708827327,-0.787849369899593,0.546401616564487,-1.44188696741641,0.149334263350074,0.782567447368897,"Not significant","Not DE"
"LOC129999724",89.1824550571873,1.04075621518963,0.722329389052976,1.44083326936777,0.14963179196603,0.782567447368897,"Not significant","Not DE"
"LOC127457613",36.8115807898889,0.90713767048845,0.628988482583314,1.44221666311401,0.149241261253768,0.782567447368897,"Not significant","Not DE"
"LOC105377752",96.1023079080423,0.914635714720851,0.63552325995319,1.43918527039942,0.150098037552383,0.782567447368897,"Not significant","Not DE"
"PPP1R21-DT",129.15167944605,1.01184033062339,0.703267749302344,1.43876970275853,0.150215783103133,0.782567447368897,"Not significant","Not DE"
"LOC127825454",66.2498417704199,0.813116402407035,0.563975971284682,1.44175717372291,0.149370888289863,0.782567447368897,"Not significant","Not DE"
"LOC126807422",42.7623808571775,-0.765153500400044,0.531358778258097,-1.43999409007295,0.149869071111918,0.782567447368897,"Not significant","Not DE"
"LOC127270200",43.0489253696357,0.797239490124466,0.554205090859585,1.43852790830183,0.150284324744922,0.782717619469587,"Not significant","Not DE"
"LOC127817501",7.4268024264783,1.00691641267104,0.700215408640108,1.43800950428465,0.150431357460617,0.783276404975916,"Not significant","Not DE"
"LINC01040",44.3201469386425,0.854037215037385,0.593978210803862,1.43782583182903,0.150483477998776,0.783340830533512,"Not significant","Not DE"
"LAMB2",138.128842440707,-0.791549012835079,0.550664867952568,-1.4374423699448,0.1505923369454,0.783493605205897,"Not significant","Not DE"
"LOC124292590",45.4978640265413,0.841463095712593,0.585344679561402,1.43755145488484,0.150561363296533,0.783493605205897,"Not significant","Not DE"
"LOC127272306",77.605346666547,-0.791378916474204,0.550731086458685,-1.43696067996258,0.150729166395794,0.783998525027266,"Not significant","Not DE"
"LOC129661180",62.5675319302235,0.801729299847459,0.558320009640356,1.43596734131721,0.151011634574547,0.784024114095989,"Not significant","Not DE"
"LOC127819042",49.6508535541922,-1.00813635728399,0.70181854905998,-1.4364629698578,0.150870646063134,0.784024114095989,"Not significant","Not DE"
"LOC124907476",9.0925903314747,-0.961447276504051,0.669244107423513,-1.43661672301528,0.150826929208114,0.784024114095989,"Not significant","Not DE"
"LOC127887723",8.58008106043803,-0.952306906506011,0.662822811695203,-1.43674431492549,0.15079065814875,0.784024114095989,"Not significant","Not DE"
"LOC129935968",47.4760178184648,-0.821026330701477,0.571696692236207,-1.43612223378451,0.150967562451624,0.784024114095989,"Not significant","Not DE"
"LOC130067262",55.84175477492,-0.938955285273165,0.653884935449911,-1.43596408843264,0.151012560234848,0.784024114095989,"Not significant","Not DE"
"LOC130062861",93.9741612771832,0.771418534618235,0.53717365114661,1.43606919842703,0.150982651693145,0.784024114095989,"Not significant","Not DE"
"LOC126861973",151.419017181144,0.749056124806343,0.52175854056522,1.43563749621595,0.151105519282037,0.784300124838129,"Not significant","Not DE"
"LOC128772304",13.7773344902463,0.795167897963077,0.554127113294139,1.43499186176979,0.151289416687426,0.784428262056248,"Not significant","Not DE"
"LOC129993100",118.329982591247,-0.842118291466725,0.586816559468744,-1.43506224880414,0.151269359924541,0.784428262056248,"Not significant","Not DE"
"EI24P2",76.8242443577647,-0.915414514262348,0.637822235463854,-1.43521887975043,0.151224735256266,0.784428262056248,"Not significant","Not DE"
"LOC127822302",124.328141306973,-0.85160388117657,0.593412050696335,-1.43509704627208,0.151259445145525,0.784428262056248,"Not significant","Not DE"
"ACO2P1",152.094247095612,0.690168369290247,0.481372830217163,1.43375015365717,0.151643574227389,0.784613169040007,"Not significant","Not DE"
"LOC127459368",52.7604829075143,-0.751180713041728,0.523799523395766,-1.43409964975123,0.151543827851152,0.784613169040007,"Not significant","Not DE"
"LOC127407787",153.856864435766,1.08521431824171,0.756419790178034,1.43467203308666,0.151380577286899,0.784613169040007,"Not significant","Not DE"
"LOC127897003",89.0707097931374,-0.823921621459523,0.574575345634051,-1.43396619385107,0.151581910338435,0.784613169040007,"Not significant","Not DE"
"CHORDC1P3",46.9935617473483,-0.734082076202375,0.51173439041382,-1.43449822789661,0.151430134433229,0.784613169040007,"Not significant","Not DE"
"LOC130066674",55.4641140432676,0.858004060557885,0.598145095155089,1.43444135462721,0.151446353415561,0.784613169040007,"Not significant","Not DE"
"LOC130062693",49.6690374143844,1.03481311040621,0.721694047126735,1.43386676740108,0.151610287044109,0.784613169040007,"Not significant","Not DE"
"LOC126807360",204.625588539657,0.952034924850214,0.663780825004484,1.43426096233464,0.151497806011081,0.784613169040007,"Not significant","Not DE"
"CTSB",106.496762625416,0.75702246890772,0.528057261094388,1.43359920350078,0.151686670943357,0.78463016035477,"Not significant","Not DE"
"LOC110120598",342.073393442976,-0.903447562870337,0.630358526682557,-1.43322811483965,0.151792657504788,0.784937817589252,"Not significant","Not DE"
"MIR6872",11.241355555125,0.948066179860632,0.661543630506807,1.43311209743539,0.151825804782333,0.784937817589252,"Not significant","Not DE"
"LOC130006338",57.6262626817923,0.811538547867678,0.566411869212289,1.43277108404576,0.151923267467986,0.785235708171801,"Not significant","Not DE"
"LOC129991950",90.77882904114,0.939125822356822,0.655670820133675,1.43231297400936,0.152054271713804,0.785706761126284,"Not significant","Not DE"
"LOC127271771",53.6356029295982,0.797050903608283,0.55667794345218,1.43179896560201,0.152201363403335,0.786054630490808,"Not significant","Not DE"
"LOC127821478",40.6417621333999,-0.886184166532783,0.618881036998569,-1.43191358848313,0.152168552860422,0.786054630490808,"Not significant","Not DE"
"LOC127268957",196.972578178027,0.908044875596978,0.634529917687518,1.43105131891379,0.152415507733407,0.786130548654796,"Not significant","Not DE"
"LOC127814584",37.2936357005254,-0.766257756098758,0.535359815294375,-1.43129486787764,0.152345724173947,0.786130548654796,"Not significant","Not DE"
"POPDC2",72.6621919563161,0.811831899746635,0.567284020844673,1.43108543501338,0.152405731055937,0.786130548654796,"Not significant","Not DE"
"LOC129934541",23.6521242823107,0.931348105344138,0.650635913179834,1.43144281844571,0.152303344092097,0.786130548654796,"Not significant","Not DE"
"LOC127890386",29.2772296343563,-0.718401164782889,0.50186064994104,-1.43147538040149,0.152294018003698,0.786130548654796,"Not significant","Not DE"
"LOC126861077",50.3899301080706,0.913476390113163,0.638517663142022,1.43062039289269,0.152539039638404,0.786209122870031,"Not significant","Not DE"
"LOC127823766",34.7394000171725,-0.753419174059094,0.526631278640738,-1.4306388636917,0.152533743122998,0.786209122870031,"Not significant","Not DE"
"OOEPP2",20.5636810667462,-0.905250646775482,0.63278544379919,-1.43058070574512,0.152550420431043,0.786209122870031,"Not significant","Not DE"
"LOC124901496",41.6774200641477,-0.903984354711319,0.631984750676785,-1.43038950503672,0.152605258713565,0.786286127771747,"Not significant","Not DE"
"LOC130006325",231.305092307284,0.877657227190101,0.614183505757014,1.42898208591314,0.153009382362941,0.786370091066491,"Not significant","Not DE"
"KCNE4",103.746397709427,-0.801879804048294,0.560876950604099,-1.42968935197751,0.152806197688025,0.786370091066491,"Not significant","Not DE"
"LOC129664782",179.461570666151,-0.839931166560074,0.587940516884127,-1.42859888447799,0.153119554973158,0.786370091066491,"Not significant","Not DE"
"LOC127396889",104.96417825663,-0.813467647326404,0.56884647845848,-1.43003020697399,0.152708349584274,0.786370091066491,"Not significant","Not DE"
"MFNG",61.1176725523468,-0.870891592199895,0.609335499953061,-1.42924807805713,0.152932943559464,0.786370091066491,"Not significant","Not DE"
"LOC129934668",276.838391517589,-0.832550476728244,0.582547881031346,-1.42915372939696,0.152960053435945,0.786370091066491,"Not significant","Not DE"
"LOC129390008",36.8755595371028,0.913103666573135,0.639044738297449,1.42885718612728,0.153045285141425,0.786370091066491,"Not significant","Not DE"
"LOC130007604",82.5866346490551,-0.731216078800604,0.511867223442099,-1.42852686265683,0.153140268394215,0.786370091066491,"Not significant","Not DE"
"LOC130064868",193.95657167832,-0.694986807753931,0.486070472551081,-1.42980667825054,0.152772511844803,0.786370091066491,"Not significant","Not DE"
"LOC127405260",165.381771746989,-0.865574688516663,0.60584715463044,-1.42870141734784,0.153090070274194,0.786370091066491,"Not significant","Not DE"
"MIR4686",96.6869316489069,-0.87667337921827,0.613487849221794,-1.42899876555066,0.153004588241373,0.786370091066491,"Not significant","Not DE"
"LOC127275325",119.339798948794,0.851017247876667,0.595667978565549,1.42867718007276,0.153097039637215,0.786370091066491,"Not significant","Not DE"
"LOC130007050",156.554452084497,0.684723128512284,0.478766868756311,1.43018068541582,0.152665167413997,0.786370091066491,"Not significant","Not DE"
"LOC129662718",33.5563149434036,-0.73576564475547,0.51642016600251,-1.4247422800137,0.154231712601358,0.786387031640065,"Not significant","Not DE"
"LOC127268676",40.7416258176537,-0.932421512818958,0.653637887893877,-1.42651080986655,0.15372094885474,0.786387031640065,"Not significant","Not DE"
"LOC130056086",115.700253145868,-0.759269223916927,0.533378515837906,-1.4235091991363,0.154588597296367,0.786387031640065,"Not significant","Not DE"
"LOC127892130",246.118224234797,-0.784034914660764,0.550739419534557,-1.4236041344623,0.154561098348714,0.786387031640065,"Not significant","Not DE"
"SRSF8",101.767008558533,0.946319336972892,0.664381403949934,1.42436156603234,0.154341833952618,0.786387031640065,"Not significant","Not DE"
"LOC127405486",110.097592338668,-0.650524038798953,0.45681905066262,-1.42403001331788,0.154437784088954,0.786387031640065,"Not significant","Not DE"
"LOC105377534",13.6028754089496,0.876142741172598,0.614730534721485,1.42524682228377,0.154085865977904,0.786387031640065,"Not significant","Not DE"
"LOC127820261",52.6444244238446,-0.922390040024,0.6473956851884,-1.42477013845956,0.154223656903074,0.786387031640065,"Not significant","Not DE"
"LOC127457133",20.7733136365685,1.08099542827662,0.758989940518104,1.42425527740026,0.154372588557815,0.786387031640065,"Not significant","Not DE"
"LOC127274977",409.949904912368,-0.79380835609524,0.556568088046184,-1.4262556067163,0.153794573808754,0.786387031640065,"Not significant","Not DE"
"LOC105374502",170.339934616195,0.743101203568865,0.521436344902841,1.42510435038303,0.154127039307826,0.786387031640065,"Not significant","Not DE"
"LOC129993865",77.0337759997185,-0.885810324947538,0.62163010472413,-1.42497977207948,0.154163048371383,0.786387031640065,"Not significant","Not DE"
"LOC129998014",111.093652203033,-0.683521021964763,0.480572192430967,-1.42230664347677,0.15493725111989,0.786387031640065,"Not significant","Not DE"
"LOC130061840",164.534080742395,-0.852860985978646,0.599937830476433,-1.421582275119,0.155147553350928,0.786387031640065,"Not significant","Not DE"
"LOC124906286",117.694727382879,-0.944226798923613,0.663115359030227,-1.42392539407396,0.154468069917808,0.786387031640065,"Not significant","Not DE"
"LOC127814569",71.8961491165197,0.771375308869064,0.540053036310496,1.42833250996773,0.153196174715636,0.786387031640065,"Not significant","Not DE"
"LOC105378262",267.042394894178,0.804784702900208,0.563820557243552,1.42737736778293,0.153471150775161,0.786387031640065,"Not significant","Not DE"
"LOC127821593",219.505381806031,-0.77189019275336,0.542016362377193,-1.42410865489001,0.154415021408322,0.786387031640065,"Not significant","Not DE"
"LOC127405717",138.370571735452,1.05771044556086,0.742549525510559,1.42443084161101,0.154321791576884,0.786387031640065,"Not significant","Not DE"
"LOC127830920",131.400905926421,0.908148637053248,0.638877437071781,1.42147551996145,0.155178565356617,0.786387031640065,"Not significant","Not DE"
"LOC123956172",131.215345412981,-0.667642035470969,0.469112899981935,-1.42320118567765,0.154677842004698,0.786387031640065,"Not significant","Not DE"
"LOC127403056",54.584807960032,-0.711986865500961,0.499014745977098,-1.42678522276301,0.153641811875701,0.786387031640065,"Not significant","Not DE"
"LOC127818751",61.4055931839486,0.810429973337085,0.569812802464323,1.42227406936479,0.154946703547331,0.786387031640065,"Not significant","Not DE"
"PPM1E",51.8953509114731,0.831336295594646,0.582555956155935,1.42704968820561,0.153565572922499,0.786387031640065,"Not significant","Not DE"
"MTMR9",83.4260116523551,-0.831530662844447,0.584176813349055,-1.42342291553361,0.154613593411445,0.786387031640065,"Not significant","Not DE"
"LOC129935282",134.259458372409,0.797610080376527,0.561067565763319,1.42159363514695,0.155144253578966,0.786387031640065,"Not significant","Not DE"
"LOC127405862",86.2090963442417,0.739500119099671,0.519334068637752,1.42393916316607,0.154464083697629,0.786387031640065,"Not significant","Not DE"
"LOC132089901",106.393047242786,0.906412599736559,0.636347460397855,1.42439886405747,0.15433104287627,0.786387031640065,"Not significant","Not DE"
"LOC127814363",18.7612405835424,0.828041333199483,0.582409361471821,1.42175141400014,0.155098428722838,0.786387031640065,"Not significant","Not DE"
"LOC129994633",213.676590725737,-0.898297241902286,0.631453280144943,-1.42258702290072,0.154855908108222,0.786387031640065,"Not significant","Not DE"
"LOC129929318",32.811792595107,0.721352214800472,0.505774393154731,1.42623316752177,0.153801048696734,0.786387031640065,"Not significant","Not DE"
"LOC127272929",53.8304182254992,0.913334476932192,0.642404010848397,1.42174466769905,0.155100387889618,0.786387031640065,"Not significant","Not DE"
"LOC130067122",45.5619195026666,0.774217871900657,0.543280783474695,1.42507869862237,0.154134453365858,0.786387031640065,"Not significant","Not DE"
"LOC127274089",65.0758801337312,0.816724584019776,0.572698380507344,1.42609899349855,0.153839769284478,0.786387031640065,"Not significant","Not DE"
"LOC126862996",79.0239127875937,-0.838329562315484,0.589542877485814,-1.42199930544603,0.155026452572933,0.786387031640065,"Not significant","Not DE"
"TIGD5",46.1958969593414,-0.785654542047266,0.550640917854815,-1.42680014610613,0.153637509072984,0.786387031640065,"Not significant","Not DE"
"LOC129932682",70.4889791837436,0.874522210150256,0.612677919121248,1.42737673883297,0.15347133196725,0.786387031640065,"Not significant","Not DE"
"LOC127456938",147.847672674071,0.97511929370356,0.68471481339984,1.42412472261519,0.154410370943907,0.786387031640065,"Not significant","Not DE"
"OSBPL3",46.5270140866521,-0.77170760530816,0.541709137122109,-1.42457926666688,0.15427885682865,0.786387031640065,"Not significant","Not DE"
"LOC130059782",82.9895163363188,-0.641407482303574,0.449703734540022,-1.42628898325613,0.153784943304659,0.786387031640065,"Not significant","Not DE"
"RALGAPB",79.8337094350067,0.784493479749646,0.549366479778773,1.42799662634232,0.153292829565338,0.786387031640065,"Not significant","Not DE"
"LOC129936264",50.756964873445,0.913292241956802,0.641771355590177,1.42308040706636,0.154712847427816,0.786387031640065,"Not significant","Not DE"
"LOC121587567",106.428932243329,-0.758979430478713,0.531507907852438,-1.42797391960804,0.153299365394522,0.786387031640065,"Not significant","Not DE"
"LOC105370984",30.1695874794928,-0.825488503774765,0.580626502307473,-1.42172033225177,0.155107455207344,0.786387031640065,"Not significant","Not DE"
"LOC129661552",42.5743101407006,-0.850961624347058,0.597025167851233,-1.42533626749735,0.154060021241672,0.786387031640065,"Not significant","Not DE"
"LOC127884362",86.6769025103217,-0.890402595313566,0.626350157508803,-1.42157319614157,0.155150190579511,0.786387031640065,"Not significant","Not DE"
"FTH1P4",57.7539520446143,0.795416968816372,0.557624540452554,1.42643824134933,0.153741881816664,0.786387031640065,"Not significant","Not DE"
"LOC129390104",103.176353785174,-0.874479670634883,0.613853085821063,-1.42457485485345,0.154280132898034,0.786387031640065,"Not significant","Not DE"
"LOC127397689",53.1624173788407,-0.929995084921075,0.653808481141677,-1.42242738010544,0.154902219319183,0.786387031640065,"Not significant","Not DE"
"LOC130063953",78.1918828029398,0.728313754571887,0.512153557603189,1.42206130126343,0.155008455835691,0.786387031640065,"Not significant","Not DE"
"MIR4268",45.8004480707957,0.838981019844721,0.590191484002691,1.42154036882189,0.155159726424839,0.786387031640065,"Not significant","Not DE"
"LOC127820659",66.2402096247132,-0.795237950949614,0.559501406923064,-1.42133324618961,0.155219902713257,0.786394304029014,"Not significant","Not DE"
"GOT2P1",86.5473481803275,-0.838239656232231,0.589933451921634,-1.42090544874472,0.155344248760104,0.786482735347431,"Not significant","Not DE"
"CICP3",16.1425408976239,-0.771817447326513,0.543360914684467,-1.42045080252913,0.155476481699025,0.786482735347431,"Not significant","Not DE"
"LOC130007083",83.1024814560202,-0.982183387474418,0.691459456171313,-1.42044971503156,0.155476798097909,0.786482735347431,"Not significant","Not DE"
"IGHV1OR16-2",41.957898763299,0.826364006974157,0.581652902955129,1.42071672431403,0.155399128513477,0.786482735347431,"Not significant","Not DE"
"LOC127399582",174.391361387752,-0.768173155457726,0.540535471693095,-1.42113366408982,0.155277904978256,0.786482735347431,"Not significant","Not DE"
"LOC127885617",205.885148489672,0.853583360005594,0.600814757268957,1.42070971073616,0.155401168296805,0.786482735347431,"Not significant","Not DE"
"LOC127820875",100.953281773193,0.80800911454952,0.568927981192846,1.42023092774485,0.155540462482801,0.786602882887103,"Not significant","Not DE"
"ARHGEF28",102.63733122327,0.891865481663733,0.628173183196716,1.41977643350694,0.155672777909108,0.787070063374219,"Not significant","Not DE"
"LOC132089536",99.2132958324799,0.830857337595796,0.58532774277437,1.41947370144742,0.155760958696337,0.787313919976251,"Not significant","Not DE"
"LOC127892458",116.456886378249,-0.785183478224708,0.553228376022424,-1.41927549680294,0.155818712925421,0.787370424882341,"Not significant","Not DE"
"LOC127828839",51.9315358460968,-0.703512557659276,0.495900942339009,-1.41865541602125,0.155999501263291,0.787370424882341,"Not significant","Not DE"
"LOC129938051",32.0864508487817,0.789697889827045,0.556634819108162,1.41870012927379,0.155986459519532,0.787370424882341,"Not significant","Not DE"
"LOC130001765",68.9525515764662,-0.957375565023757,0.67482543139798,-1.41870107509203,0.15598618365681,0.787370424882341,"Not significant","Not DE"
"LOC129932130",90.043917032402,-0.595177329973857,0.419548737825554,-1.41861308666677,0.156011848445583,0.787370424882341,"Not significant","Not DE"
"LOC127892682",136.409781015653,0.871381652153042,0.614103670149699,1.41894877772124,0.15591395004212,0.787370424882341,"Not significant","Not DE"
"LYSET",98.1858404735429,0.854452959507016,0.60250679142897,1.4181632002529,0.156143123047936,0.787831200468185,"Not significant","Not DE"
"AIMP2",46.0814016001444,-0.74827910633843,0.527881056640198,-1.41751460281791,0.156332528000458,0.787836583155773,"Not significant","Not DE"
"LOC127459670",193.604617862978,0.732222611127536,0.51649362890975,1.41767985148851,0.156284255158067,0.787836583155773,"Not significant","Not DE"
"LOC127820737",82.7411460335827,0.788694295132306,0.556342003899329,1.41764290599029,0.15629504678512,0.787836583155773,"Not significant","Not DE"
"LOC127824571",41.4677373286156,0.77327375691816,0.54551744685951,1.41750508873698,0.156335307621134,0.787836583155773,"Not significant","Not DE"
"MTCYBP14",113.006964047662,-0.707481033300498,0.499113550343542,-1.41747510724471,0.156344067217487,0.787836583155773,"Not significant","Not DE"
"LOC107984789",187.781520065365,0.668108781739262,0.471457290646444,1.41711411615499,0.156449566053568,0.78797753136832,"Not significant","Not DE"
"OR52E3P",156.397487796679,0.816664891641249,0.576290707334036,1.41710577881639,0.156452003259805,0.78797753136832,"Not significant","Not DE"
"LOC129930850",42.7882806207275,0.732586018356859,0.517050361561917,1.41685621521247,0.156524970084765,0.788143615337389,"Not significant","Not DE"
"LOC127897979",91.7162541551332,0.934667817268584,0.659825935776375,1.4165369479889,0.156618354315302,0.788211064056684,"Not significant","Not DE"
"LOC127272962",96.5087470614608,0.900310000435969,0.63556317054433,1.41655470637938,0.156613158956368,0.788211064056684,"Not significant","Not DE"
"LOC124909026",115.619284508991,0.855207653680968,0.603823837490701,1.41631979491724,0.156681894751124,0.788329533253803,"Not significant","Not DE"
"LOC127401114",45.5942424606664,0.85309210240969,0.602427412420751,1.41609110877224,0.156748830971162,0.788465023169897,"Not significant","Not DE"
"LOC130001526",63.9462035422556,0.901490892803436,0.636745070984182,1.41577993122122,0.156839947170328,0.788534541271291,"Not significant","Not DE"
"LOC127883647",67.29255745692,-0.929173034019305,0.656365287747466,-1.4156340247792,0.156882684002676,0.788534541271291,"Not significant","Not DE"
"LOC105373950",20.7950516894018,0.897826932937347,0.634165192569757,1.41576192363883,0.156845221216809,0.788534541271291,"Not significant","Not DE"
"LOC107984171",12.9999825101917,-0.882716341457972,0.623638808903455,-1.41542881689812,0.15694280550581,0.788635596866013,"Not significant","Not DE"
"LOC129992144",39.1575289839567,-1.06031498629826,0.749325321090315,-1.41502623287231,0.157060804725941,0.788826284286147,"Not significant","Not DE"
"LOC127825157",165.5880742599,-0.628653985110204,0.444230139006304,-1.41515383561421,0.157023396500776,0.788826284286147,"Not significant","Not DE"
"C22orf23",50.5999836021812,-0.759971046405246,0.537126199588054,-1.41488359158072,0.157102629672738,0.788835318621739,"Not significant","Not DE"
"LOC127882489",52.3170343947347,-0.891632741960131,0.630273956079565,-1.41467489392434,0.157163838724349,0.78894165399375,"Not significant","Not DE"
"FRA16D",109.759460297679,-0.738093972593822,0.521847123595551,-1.41438735449631,0.157248200929236,0.789164131375955,"Not significant","Not DE"
"LOC127820451",159.055486816293,-0.947267822079729,0.670072056691563,-1.41368053274271,0.157455723724199,0.789958065676236,"Not significant","Not DE"
"LOC122787133",24.0494007498842,0.778375740162425,0.550643184949432,1.41357554481294,0.157486565863707,0.789958065676236,"Not significant","Not DE"
"LOC127816433",45.6151019008528,-0.920496535877073,0.652510287584637,-1.41070041866225,0.15833296748854,0.790232261766101,"Not significant","Not DE"
"LOC127883027",204.666753679459,-0.706963796925498,0.501170413114308,-1.41062556453079,0.158355049535323,0.790232261766101,"Not significant","Not DE"
"LOC129664582",58.327632964653,0.758589660713189,0.537243359275861,1.41200379235153,0.157948844546782,0.790232261766101,"Not significant","Not DE"
"LOC111365152",59.1253313220042,-0.659500161600637,0.467108373407905,-1.41187826882462,0.157985807388032,0.790232261766101,"Not significant","Not DE"
"CR1L",25.5782853369318,-0.954221277669986,0.676693959767791,-1.41012235131732,0.158503558492054,0.790232261766101,"Not significant","Not DE"
"CFAP65-AS1",46.396913044208,-0.900779347372634,0.638129299012322,-1.41159377694589,0.15806960580016,0.790232261766101,"Not significant","Not DE"
"PPP1R8P1",28.9696268212247,0.720676945481904,0.511063724016192,1.41015085128419,0.158495144727895,0.790232261766101,"Not significant","Not DE"
"LOC130009841",14.6269718200019,1.12674247502709,0.797708611998543,1.41247375053931,0.157810514397881,0.790232261766101,"Not significant","Not DE"
"LOC127817100",138.673136754417,0.91802623773315,0.649771196031231,1.41284538825421,0.157701189450209,0.790232261766101,"Not significant","Not DE"
"LOC127269895",13.3974916322599,-0.761085210686077,0.539473078755213,-1.41079368120132,0.158305458204615,0.790232261766101,"Not significant","Not DE"
"LCE1D",72.4601811293375,0.763879672080349,0.54074424971809,1.4126450211511,0.15776012446201,0.790232261766101,"Not significant","Not DE"
"LOC130065978",59.7875012081584,-0.873457024750343,0.619301188202964,-1.41039132717453,0.158424164865141,0.790232261766101,"Not significant","Not DE"
"LOC124310576",152.692541122971,0.80263361342549,0.568155877202032,1.41269965802022,0.157744052182935,0.790232261766101,"Not significant","Not DE"
"RNA5SP324",13.193000352688,-0.891451064418281,0.632013198173452,-1.4104943804886,0.15839375458869,0.790232261766101,"Not significant","Not DE"
"UBE2V1P7",96.0865674920621,0.743326656860208,0.526519041180916,1.41177545107014,0.158016088954306,0.790232261766101,"Not significant","Not DE"
"LOC127893479",23.9971645106947,0.89114311147677,0.631633962956101,1.41085369650825,0.158287757639753,0.790232261766101,"Not significant","Not DE"
"RNU6-733P",78.0529937768,-0.950311310165259,0.673426397941674,-1.41115838801372,0.158197916820195,0.790232261766101,"Not significant","Not DE"
"LOC124900788",84.8233102308959,0.78195281391164,0.553905961442294,1.41170680285791,0.158036309460201,0.790232261766101,"Not significant","Not DE"
"ACTBL2",38.0299224053217,1.02847231906278,0.728889394000137,1.41101287455773,0.158240817852221,0.790232261766101,"Not significant","Not DE"
"RNU6-115P",147.330729298687,0.804084210340615,0.570166250183388,1.41026272614696,0.158462120284233,0.790232261766101,"Not significant","Not DE"
"LOC123956248",48.6153061860601,-0.833250782859744,0.59072440068914,-1.4105575830077,0.158375106175955,0.790232261766101,"Not significant","Not DE"
"LOC105379482",61.5720877895966,0.904505243602959,0.640259150941454,1.41271740087268,0.157738833115628,0.790232261766101,"Not significant","Not DE"
"LOC124900987",19.5177869417758,0.915442668738576,0.649189882386911,1.41013083163391,0.15850105489648,0.790232261766101,"Not significant","Not DE"
"MT-TA",90.7728530448557,0.893740896252419,0.632525128328317,1.41297294957192,0.157663677871143,0.790232261766101,"Not significant","Not DE"
"LOC132090724",122.011950414327,0.644049128013384,0.457002955024013,1.40928876046227,0.158749800912411,0.790331500003579,"Not significant","Not DE"
"LOC129660524",47.270863152775,-0.84961265196652,0.602970528255789,-1.40904507293945,0.158821840782038,0.790331500003579,"Not significant","Not DE"
"LOC127399143",18.7713129107479,-0.882104989188652,0.626064074678385,-1.40896918520967,0.158844280064653,0.790331500003579,"Not significant","Not DE"
"HMGB1P40",38.9110118116803,0.759347222997259,0.538739178255739,1.40948951486279,0.158690471685413,0.790331500003579,"Not significant","Not DE"
"LOC130065985",67.8080723873993,0.862176888669432,0.611742140274824,1.4093795929803,0.158722954972748,0.790331500003579,"Not significant","Not DE"
"LOC127270978",130.259738021025,-0.677071898612678,0.480457456512909,-1.40922341704668,0.158769115564134,0.790331500003579,"Not significant","Not DE"
"LOC126861754",252.347252963504,0.926309135188643,0.657349931932976,1.40915681312201,0.158788804636155,0.790331500003579,"Not significant","Not DE"
"LOC129932004",190.545044890086,0.772464075382788,0.548123608989091,1.4092880925298,0.158749998335439,0.790331500003579,"Not significant","Not DE"
"H2AZP4",7.88743230849957,0.896529187347452,0.636487368706108,1.40855770503345,0.158965992634075,0.790737451497313,"Not significant","Not DE"
"LOC130004396",146.25810598095,0.697921073871659,0.49568477174094,1.40799377681188,0.159132912750936,0.790888480775872,"Not significant","Not DE"
"LOC127396545",143.107741973517,0.848970573740558,0.602917202478469,1.40810474514679,0.159100056166092,0.790888480775872,"Not significant","Not DE"
"LOC127829889",132.895889938898,-0.933175539511065,0.662807741437852,-1.40791285492033,0.159156876129344,0.790888480775872,"Not significant","Not DE"
"PPIAL4G",157.47792695776,0.760226385802365,0.539834375108882,1.4082585712498,0.159054518326474,0.790888480775872,"Not significant","Not DE"
"ACTE1P",50.8525588674362,-0.777917944604731,0.553846831057401,-1.40457234921708,0.160148483721489,0.791029152176214,"Not significant","Not DE"
"LOC121811719",68.9738065189475,-0.928347047290752,0.659547915541604,-1.40755057428757,0.159264191673204,0.791029152176214,"Not significant","Not DE"
"LOC127457053",67.3254526714041,0.784256516258014,0.55792265596073,1.40567246710486,0.15982140632504,0.791029152176214,"Not significant","Not DE"
"LOC127824168",19.650115951278,0.89420063627587,0.63542580554237,1.40724633541224,0.159354356248309,0.791029152176214,"Not significant","Not DE"
