"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","direction"
"LOC129933042",27.1656924735666,-1.72857586076451,0.481677825715801,-3.5886556708226,0.000332387498830481,0.0210633209869811,"Significant","Downregulated"
"LOC127888037",133.051700264556,-1.58607140284412,0.442561175163549,-3.58384669025246,0.000338570858210124,0.0213863925436062,"Significant","Downregulated"
"LOC127890502",165.891407306682,-1.49943535811279,0.418832095402761,-3.58003929157075,0.000343542546468027,0.0214937666850536,"Significant","Downregulated"
"MIR142",27.679941875191,-2.32461316876072,0.651095344123611,-3.57031146012831,0.000356557017503941,0.022028293733441,"Significant","Downregulated"
"STQTL16",76.6779406546949,-2.00326960127953,0.562641467486781,-3.56047272915694,0.000370187757099898,0.022657330176785,"Significant","Downregulated"
"LOC127817265",25.1086224778808,-1.92044587908016,0.540947412820129,-3.55015262771713,0.000385007867215086,0.0234914397742257,"Significant","Downregulated"
"LOC130008614",93.0692263951224,-1.92489037235081,0.54265381385381,-3.54717929407084,0.000389379501462902,0.0236848494284904,"Significant","Downregulated"
"IGKV2-40",55.0548850869355,-2.38458878427442,0.673040491295718,-3.54300939559176,0.00039558860818315,0.0239884932002262,"Significant","Downregulated"
"FN1",82.1603675240684,-2.29537525791288,0.648187990469311,-3.54121842993565,0.000398283707163512,0.0240778383459463,"Significant","Downregulated"
"STXBP1",41.3643751940628,-2.00391540395249,0.56780420851213,-3.52923661697318,0.000416760320627259,0.0249650832793982,"Significant","Downregulated"
"IGHV3-49",4.44475244561179,-2.70164817940223,0.766799368396415,-3.52327908805156,0.000426242265015365,0.0253787992716702,"Significant","Downregulated"
"DDT",9.65497616595443,-2.60220454566778,0.741268478001892,-3.51047511514599,0.000447306673472229,0.0264730327951672,"Significant","Downregulated"
"LOC130060798",37.1209428998779,-1.7186943792313,0.490825622737864,-3.50163948174565,0.000462404858864665,0.0272032088313576,"Significant","Downregulated"
"VSIR",62.6062880139237,-2.16214580365844,0.617750439314674,-3.50003118744376,0.00046520372755688,0.0272054452898842,"Significant","Downregulated"
"SNX27",15.6285060189303,-1.8821684150183,0.538201037167394,-3.49714750630051,0.000470261730674139,0.0274198762962306,"Significant","Downregulated"
"LOC107987033",73.7991959219473,-2.21489584947315,0.633738306074961,-3.49496918245489,0.000474116495015139,0.027563091102532,"Significant","Downregulated"
"RAP1GAP2",18.7811956643698,-2.38939380781625,0.684516793252024,-3.49062847160351,0.000481885864557843,0.0278643519997209,"Significant","Downregulated"
"HAVCR1",33.8808819269406,-2.18312634563079,0.626976817853667,-3.48198894036353,0.000497704247588841,0.0284311748158866,"Significant","Downregulated"
"ZAP70",19.974224824649,-2.2160492386803,0.639670619035627,-3.46435989513045,0.000531494918246598,0.0301864606593774,"Significant","Downregulated"
"IL5RA",155.398848374463,-2.09469533838003,0.605113590298431,-3.46165640957918,0.0005368620649526,0.030403671195649,"Significant","Downregulated"
"LOC130062827",34.2289399288654,-1.8156137570811,0.525908961116863,-3.45233470299749,0.000555757874071751,0.0313835993759486,"Significant","Downregulated"
"CD59",19.3759764013591,-2.24839112781823,0.653075752593541,-3.44277232601159,0.000575783827761207,0.0320661247492286,"Significant","Downregulated"
"TRIM56",13.7853215612321,-2.39190942799558,0.694198024357862,-3.44557222012857,0.000569851671581708,0.0320661247492286,"Significant","Downregulated"
"LOC129934377",57.5017605243204,-1.83172233607749,0.532062858097011,-3.44268033034457,0.000575979711854421,0.0320661247492286,"Significant","Downregulated"
"LOC127816164",136.182555571063,-1.78922298058058,0.519988846539421,-3.44088722765506,0.000579810134138562,0.0321884454185994,"Significant","Downregulated"
"LOC124865",86.6085955623459,-1.80528886097029,0.530092678199387,-3.40560987769625,0.000660164418924656,0.0363422356652713,"Significant","Downregulated"
"PRG4",148.961911791232,-2.115741233167,0.623307978431503,-3.39437534313465,0.000687853469844136,0.0375518453841779,"Significant","Downregulated"
"LOC127407072",25.7966337577325,-1.74595092282249,0.515153171784032,-3.38918795117978,0.000700999441714494,0.0379396226230595,"Significant","Downregulated"
"UBXN10",24.5534651999348,-1.71282312794964,0.506338136639895,-3.38276539728191,0.000717599043979118,0.0385352641927533,"Significant","Downregulated"
"LOC124625855",19.9881616622368,-1.69680924374841,0.502263206162085,-3.37832678749085,0.000729283597556534,0.0390563074474026,"Significant","Downregulated"
"TOX",41.4104236849623,-1.92878190564185,0.572917213799452,-3.36659792930749,0.00076101556223275,0.0406452430907399,"Significant","Downregulated"
"LRCH4",26.6658393666764,-1.66606492931314,0.497937145389513,-3.34593421025027,0.000820058505333459,0.0435625687954496,"Significant","Downregulated"
"MNX1-AS2",58.6305405787896,-1.58785039519319,0.475779632867206,-3.33736521175628,0.000845767334985068,0.0446873529165837,"Significant","Downregulated"
"TRBV5-7",52.724342002113,-1.78174371800244,0.533793063006932,-3.33789223105603,0.000844164837735457,0.0446873529165837,"Significant","Downregulated"
"LOC121113499",18.2132535639415,-2.35285693006477,0.706816581937904,-3.32880833612287,0.000872184029400215,0.0455941720196802,"Significant","Downregulated"
"LOC127883121",174.454858941872,-1.9116898218099,0.575219271158436,-3.32341059777073,0.000889239211477512,0.046362768200526,"Significant","Downregulated"
"BACH2",6.89771004633516,-2.42862906586771,0.731825023604329,-3.31859254266328,0.000904723382132414,0.0470456158708855,"Significant","Downregulated"
"TOPORS",28.4742459450168,-1.69071879925153,0.509873469526604,-3.3159575861464,0.000913296886617412,0.0473664606354104,"Significant","Downregulated"
"LOC127403624",193.767987961151,-1.78407626461247,0.539578488683205,-3.30642585282885,0.000944943556466375,0.0488791275875048,"Significant","Downregulated"
"RASSF2",43.1552940980941,-2.15842855104465,0.653137668399685,-3.30470688719153,0.000950757757456206,0.0490511358218505,"Significant","Downregulated"
"RNU7-44P",88.0492849774072,-1.77726670902327,0.538615738803084,-3.29969323394211,0.000967905671237387,0.0497204459704663,"Significant","Downregulated"
